Dataset,rank,source,target,source_index,target_index,hedges_g,absolute_hedges_g
ABIDE-I,4840,ROI_010,ROI_057,9,56,0.059065229027695655,0.059065229027695655
ABIDE-I,4841,ROI_050,ROI_002,49,1,-0.05904289950833362,0.05904289950833362
ABIDE-I,4842,ROI_019,ROI_054,18,53,0.05904173565817812,0.05904173565817812
ABIDE-I,4843,ROI_076,ROI_052,75,51,0.059040920355709826,0.059040920355709826
ABIDE-I,4844,ROI_048,ROI_070,47,69,-0.05903418618251755,0.05903418618251755
ABIDE-I,4845,ROI_048,ROI_019,47,18,-0.05903294590789621,0.05903294590789621
ABIDE-I,4846,ROI_080,ROI_008,79,7,0.05901534668896505,0.05901534668896505
ABIDE-I,4847,ROI_061,ROI_047,60,46,0.05900962649682315,0.05900962649682315
ABIDE-I,4848,ROI_011,ROI_055,10,54,0.058988749608281016,0.058988749608281016
ABIDE-I,4849,ROI_008,ROI_016,7,15,0.05897917138778852,0.05897917138778852
ABIDE-I,4850,ROI_082,ROI_065,81,64,0.05893817366316254,0.05893817366316254
ABIDE-I,4851,ROI_080,ROI_037,79,36,-0.05890261494916675,0.05890261494916675
ABIDE-I,4852,ROI_049,ROI_088,48,87,-0.05885506436393345,0.05885506436393345
ABIDE-I,4853,ROI_056,ROI_043,55,42,-0.058850449972202026,0.058850449972202026
ABIDE-I,4854,ROI_076,ROI_071,75,70,-0.05880320836151182,0.05880320836151182
ABIDE-I,4855,ROI_079,ROI_022,78,21,-0.05879900959193646,0.05879900959193646
ABIDE-I,4856,ROI_026,ROI_057,25,56,0.05877471788866548,0.05877471788866548
ABIDE-I,4857,ROI_003,ROI_079,2,78,0.05871928453568649,0.05871928453568649
ABIDE-I,4858,ROI_035,ROI_033,34,32,0.058716914725834936,0.058716914725834936
ABIDE-I,4859,ROI_089,ROI_085,88,84,0.058710752910101624,0.058710752910101624
ABIDE-I,4860,ROI_058,ROI_021,57,20,0.05866798818826587,0.05866798818826587
ABIDE-I,4861,ROI_071,ROI_069,70,68,0.05866057281080947,0.05866057281080947
ABIDE-I,4862,ROI_057,ROI_044,56,43,0.05865487886736041,0.05865487886736041
ABIDE-I,4863,ROI_074,ROI_001,73,0,0.05863371110517538,0.05863371110517538
ABIDE-I,4864,ROI_089,ROI_078,88,77,0.05863237126707428,0.05863237126707428
ABIDE-I,4865,ROI_033,ROI_062,32,61,0.05861865255033682,0.05861865255033682
ABIDE-I,4866,ROI_005,ROI_061,4,60,0.05859463400478424,0.05859463400478424
ABIDE-I,4867,ROI_063,ROI_015,62,14,-0.05854614634715246,0.05854614634715246
ABIDE-I,4868,ROI_065,ROI_036,64,35,0.0585403841895852,0.0585403841895852
ABIDE-I,4869,ROI_006,ROI_061,5,60,0.058522054859905547,0.058522054859905547
ABIDE-I,4870,ROI_041,ROI_059,40,58,0.05849461741379758,0.05849461741379758
ABIDE-I,4871,ROI_029,ROI_005,28,4,-0.05846585563973081,0.05846585563973081
ABIDE-I,4872,ROI_015,ROI_083,14,82,0.05846477918868942,0.05846477918868942
ABIDE-I,4873,ROI_017,ROI_054,16,53,-0.05846222900053294,0.05846222900053294
ABIDE-I,4874,ROI_038,ROI_065,37,64,0.05842941954042439,0.05842941954042439
ABIDE-I,4875,ROI_066,ROI_010,65,9,-0.058383739278876995,0.058383739278876995
ABIDE-I,4876,ROI_064,ROI_035,63,34,0.058368692618899584,0.058368692618899584
ABIDE-I,4877,ROI_014,ROI_001,13,0,-0.05835791266700436,0.05835791266700436
ABIDE-I,4878,ROI_026,ROI_081,25,80,-0.05833171342440479,0.05833171342440479
ABIDE-I,4879,ROI_026,ROI_017,25,16,0.05832963220384102,0.05832963220384102
ABIDE-I,4880,ROI_008,ROI_041,7,40,-0.058303652698909796,0.058303652698909796
ABIDE-I,4881,ROI_059,ROI_076,58,75,0.05829383373703305,0.05829383373703305
ABIDE-I,4882,ROI_062,ROI_019,61,18,0.058204884937422305,0.058204884937422305
ABIDE-I,4883,ROI_065,ROI_010,64,9,-0.05815812745315714,0.05815812745315714
ABIDE-I,4884,ROI_071,ROI_003,70,2,-0.05815367517847531,0.05815367517847531
ABIDE-I,4885,ROI_069,ROI_089,68,88,0.05815206387710101,0.05815206387710101
ABIDE-I,4886,ROI_085,ROI_082,84,81,-0.05813483985786283,0.05813483985786283
ABIDE-I,4887,ROI_065,ROI_029,64,28,0.05813205762280237,0.05813205762280237
ABIDE-I,4888,ROI_011,ROI_028,10,27,0.058101104349195104,0.058101104349195104
ABIDE-I,4889,ROI_001,ROI_072,0,71,0.058099470808370995,0.058099470808370995
ABIDE-I,4890,ROI_043,ROI_013,42,12,-0.0580981412107252,0.0580981412107252
ABIDE-I,4891,ROI_049,ROI_070,48,69,-0.05809215413375846,0.05809215413375846
ABIDE-I,4892,ROI_007,ROI_062,6,61,0.05808734969671883,0.05808734969671883
ABIDE-I,4893,ROI_002,ROI_025,1,24,0.058079333051786766,0.058079333051786766
ABIDE-I,4894,ROI_001,ROI_015,0,14,-0.05806786632957763,0.05806786632957763
ABIDE-I,4895,ROI_040,ROI_047,39,46,-0.058066162011530094,0.058066162011530094
ABIDE-I,4896,ROI_060,ROI_017,59,16,-0.05804560208223416,0.05804560208223416
ABIDE-I,4897,ROI_030,ROI_039,29,38,-0.058041343386820723,0.058041343386820723
ABIDE-I,4898,ROI_006,ROI_065,5,64,-0.058027824382731276,0.058027824382731276
ABIDE-I,4899,ROI_023,ROI_069,22,68,-0.0580187319078511,0.0580187319078511
ABIDE-I,4900,ROI_087,ROI_049,86,48,-0.05801076953094423,0.05801076953094423
ABIDE-I,4901,ROI_002,ROI_082,1,81,-0.05800706081412028,0.05800706081412028
ABIDE-I,4902,ROI_090,ROI_010,89,9,0.058005091989283775,0.058005091989283775
ABIDE-I,4903,ROI_039,ROI_029,38,28,0.05797924148545659,0.05797924148545659
ABIDE-I,4904,ROI_028,ROI_041,27,40,0.05797560285359672,0.05797560285359672
ABIDE-I,4905,ROI_017,ROI_085,16,84,0.05796693911664516,0.05796693911664516
ABIDE-I,4906,ROI_014,ROI_056,13,55,-0.057939425602850196,0.057939425602850196
ABIDE-I,4907,ROI_071,ROI_066,70,65,-0.057816569474126195,0.057816569474126195
ABIDE-I,4908,ROI_082,ROI_030,81,29,0.0577798364583772,0.0577798364583772
ABIDE-I,4909,ROI_038,ROI_008,37,7,-0.0577133842025343,0.0577133842025343
ABIDE-I,4910,ROI_008,ROI_012,7,11,-0.057699005076857934,0.057699005076857934
ABIDE-I,4911,ROI_072,ROI_022,71,21,-0.05766682207136303,0.05766682207136303
ABIDE-I,4912,ROI_056,ROI_065,55,64,0.057659584116930306,0.057659584116930306
ABIDE-I,4913,ROI_022,ROI_019,21,18,-0.057658441571229284,0.057658441571229284
ABIDE-I,4914,ROI_021,ROI_056,20,55,0.05764283316866512,0.05764283316866512
ABIDE-I,4915,ROI_063,ROI_041,62,40,-0.05763940105568794,0.05763940105568794
ABIDE-I,4916,ROI_065,ROI_038,64,37,0.057619250178515775,0.057619250178515775
ABIDE-I,4917,ROI_038,ROI_035,37,34,-0.05760581056561052,0.05760581056561052
ABIDE-I,4918,ROI_052,ROI_042,51,41,-0.057598422238098655,0.057598422238098655
ABIDE-I,4919,ROI_082,ROI_004,81,3,0.05759743683268762,0.05759743683268762
ABIDE-I,4920,ROI_058,ROI_015,57,14,0.057575489189600704,0.057575489189600704
ABIDE-I,4921,ROI_013,ROI_043,12,42,-0.057561939084843035,0.057561939084843035
ABIDE-I,4922,ROI_071,ROI_063,70,62,0.05754712850512599,0.05754712850512599
ABIDE-I,4923,ROI_079,ROI_069,78,68,0.05753604461694512,0.05753604461694512
ABIDE-I,4924,ROI_069,ROI_068,68,67,0.05752516401807784,0.05752516401807784
ABIDE-I,4925,ROI_047,ROI_050,46,49,0.05750557066219969,0.05750557066219969
ABIDE-I,4926,ROI_058,ROI_040,57,39,0.05745766967661246,0.05745766967661246
ABIDE-I,4927,ROI_081,ROI_038,80,37,0.057453072426467036,0.057453072426467036
ABIDE-I,4928,ROI_061,ROI_039,60,38,0.05744023353678381,0.05744023353678381
ABIDE-I,4929,ROI_005,ROI_090,4,89,-0.0574226773406414,0.0574226773406414
ABIDE-I,4930,ROI_071,ROI_044,70,43,-0.05742131329133974,0.05742131329133974
ABIDE-I,4931,ROI_089,ROI_044,88,43,-0.057403735787887517,0.057403735787887517
ABIDE-I,4932,ROI_018,ROI_060,17,59,-0.05739944018721827,0.05739944018721827
ABIDE-I,4933,ROI_084,ROI_080,83,79,-0.05737695496991869,0.05737695496991869
ABIDE-I,4934,ROI_012,ROI_043,11,42,-0.05737210843082919,0.05737210843082919
ABIDE-I,4935,ROI_007,ROI_050,6,49,0.057355985503853485,0.057355985503853485
ABIDE-I,4936,ROI_063,ROI_025,62,24,0.057340442816106466,0.057340442816106466
ABIDE-I,4937,ROI_077,ROI_003,76,2,-0.057329455969868715,0.057329455969868715
ABIDE-I,4938,ROI_053,ROI_056,52,55,-0.05731595225017013,0.05731595225017013
ABIDE-I,4939,ROI_037,ROI_049,36,48,-0.057315017156724074,0.057315017156724074
ABIDE-I,4940,ROI_015,ROI_052,14,51,-0.05727923660619186,0.05727923660619186
ABIDE-I,4941,ROI_041,ROI_061,40,60,0.05727109657606231,0.05727109657606231
ABIDE-I,4942,ROI_061,ROI_010,60,9,0.05713378797931407,0.05713378797931407
ABIDE-I,4943,ROI_013,ROI_016,12,15,0.05712168380098301,0.05712168380098301
ABIDE-I,4944,ROI_031,ROI_082,30,81,0.05707199052769121,0.05707199052769121
ABIDE-I,4945,ROI_080,ROI_086,79,85,0.05705385619266024,0.05705385619266024
ABIDE-I,4946,ROI_065,ROI_014,64,13,0.057052153766949915,0.057052153766949915
ABIDE-I,4947,ROI_012,ROI_003,11,2,0.05705076990441056,0.05705076990441056
ABIDE-I,4948,ROI_036,ROI_051,35,50,0.05697708376658752,0.05697708376658752
ABIDE-I,4949,ROI_035,ROI_084,34,83,0.05695783948977422,0.05695783948977422
ABIDE-I,4950,ROI_036,ROI_040,35,39,0.056811555922438146,0.056811555922438146
ABIDE-I,4951,ROI_072,ROI_061,71,60,0.056800310185720945,0.056800310185720945
ABIDE-I,4952,ROI_088,ROI_049,87,48,-0.0567510031483405,0.0567510031483405
ABIDE-I,4953,ROI_029,ROI_056,28,55,-0.05674360297948495,0.05674360297948495
ABIDE-I,4954,ROI_033,ROI_035,32,34,0.05667851012353119,0.05667851012353119
ABIDE-I,4955,ROI_007,ROI_069,6,68,0.05667796466634743,0.05667796466634743
ABIDE-I,4956,ROI_055,ROI_023,54,22,0.05666590102089801,0.05666590102089801
ABIDE-I,4957,ROI_037,ROI_019,36,18,-0.056651951896319004,0.056651951896319004
ABIDE-I,4958,ROI_027,ROI_054,26,53,-0.056648071673122656,0.056648071673122656
ABIDE-I,4959,ROI_037,ROI_073,36,72,-0.05664050207626352,0.05664050207626352
ABIDE-I,4960,ROI_011,ROI_066,10,65,-0.05663969739196799,0.05663969739196799
ABIDE-I,4961,ROI_013,ROI_056,12,55,0.056634285058849036,0.056634285058849036
ABIDE-I,4962,ROI_051,ROI_046,50,45,0.05663289656058332,0.05663289656058332
ABIDE-I,4963,ROI_015,ROI_032,14,31,0.05662467226839198,0.05662467226839198
ABIDE-I,4964,ROI_063,ROI_004,62,3,0.05660840862537351,0.05660840862537351
ABIDE-I,4965,ROI_021,ROI_060,20,59,0.05656098743941148,0.05656098743941148
ABIDE-I,4966,ROI_001,ROI_004,0,3,0.05652132833764368,0.05652132833764368
ABIDE-I,4967,ROI_050,ROI_087,49,86,-0.05651375614191399,0.05651375614191399
ABIDE-I,4968,ROI_003,ROI_021,2,20,-0.05650684260622779,0.05650684260622779
ABIDE-I,4969,ROI_061,ROI_074,60,73,-0.05648457933452545,0.05648457933452545
ABIDE-I,4970,ROI_028,ROI_059,27,58,-0.05648136803291532,0.05648136803291532
ABIDE-I,4971,ROI_064,ROI_083,63,82,0.056442967501087626,0.056442967501087626
ABIDE-I,4972,ROI_010,ROI_023,9,22,0.05643028825718647,0.05643028825718647
ABIDE-I,4973,ROI_047,ROI_020,46,19,-0.05642687542569901,0.05642687542569901
ABIDE-I,4974,ROI_043,ROI_008,42,7,-0.05640759708262149,0.05640759708262149
ABIDE-I,4975,ROI_042,ROI_047,41,46,-0.05638096866691175,0.05638096866691175
ABIDE-I,4976,ROI_042,ROI_009,41,8,-0.0563773267591971,0.0563773267591971
ABIDE-I,4977,ROI_074,ROI_076,73,75,-0.056357565081861426,0.056357565081861426
ABIDE-I,4978,ROI_079,ROI_037,78,36,0.05635520442230913,0.05635520442230913
ABIDE-I,4979,ROI_007,ROI_006,6,5,0.05632730531571339,0.05632730531571339
ABIDE-I,4980,ROI_059,ROI_023,58,22,-0.05631446914637385,0.05631446914637385
ABIDE-I,4981,ROI_032,ROI_048,31,47,-0.056271815395008314,0.056271815395008314
ABIDE-I,4982,ROI_024,ROI_059,23,58,0.05625642242275767,0.05625642242275767
ABIDE-I,4983,ROI_039,ROI_051,38,50,-0.05621656826493941,0.05621656826493941
ABIDE-I,4984,ROI_022,ROI_079,21,78,-0.05620678079286294,0.05620678079286294
ABIDE-I,4985,ROI_038,ROI_027,37,26,-0.05617275338974897,0.05617275338974897
ABIDE-I,4986,ROI_050,ROI_061,49,60,0.056157850093186856,0.056157850093186856
ABIDE-I,4987,ROI_022,ROI_065,21,64,-0.056155169102636515,0.056155169102636515
ABIDE-I,4988,ROI_011,ROI_043,10,42,-0.05612394351088864,0.05612394351088864
ABIDE-I,4989,ROI_052,ROI_020,51,19,0.05612274994686217,0.05612274994686217
ABIDE-I,4990,ROI_011,ROI_017,10,16,0.05612208056050798,0.05612208056050798
ABIDE-I,4991,ROI_013,ROI_069,12,68,-0.056098106050311757,0.056098106050311757
ABIDE-I,4992,ROI_026,ROI_080,25,79,-0.05607693046119114,0.05607693046119114
ABIDE-I,4993,ROI_059,ROI_019,58,18,-0.0560513365389433,0.0560513365389433
ABIDE-I,4994,ROI_044,ROI_042,43,41,-0.05604809901658643,0.05604809901658643
ABIDE-I,4995,ROI_063,ROI_008,62,7,-0.0560058370805537,0.0560058370805537
ABIDE-I,4996,ROI_020,ROI_043,19,42,-0.055995305262084,0.055995305262084
ABIDE-I,4997,ROI_028,ROI_060,27,59,0.055989853262688814,0.055989853262688814
ABIDE-I,4998,ROI_019,ROI_039,18,38,-0.055961487170561826,0.055961487170561826
ABIDE-I,4999,ROI_015,ROI_079,14,78,-0.05590885308790068,0.05590885308790068
ABIDE-I,5000,ROI_060,ROI_019,59,18,-0.05589176524296216,0.05589176524296216
ABIDE-I,5001,ROI_062,ROI_048,61,47,0.055890252951464665,0.055890252951464665
ABIDE-I,5002,ROI_065,ROI_081,64,80,0.0558695729193489,0.0558695729193489
ABIDE-I,5003,ROI_039,ROI_024,38,23,-0.055866156094556293,0.055866156094556293
ABIDE-I,5004,ROI_012,ROI_089,11,88,0.055857039244342405,0.055857039244342405
ABIDE-I,5005,ROI_066,ROI_004,65,3,0.05585373288522023,0.05585373288522023
ABIDE-I,5006,ROI_026,ROI_051,25,50,-0.05583974059256958,0.05583974059256958
ABIDE-I,5007,ROI_038,ROI_050,37,49,-0.055818898238711646,0.055818898238711646
ABIDE-I,5008,ROI_020,ROI_041,19,40,-0.05577549046337766,0.05577549046337766
ABIDE-I,5009,ROI_034,ROI_027,33,26,-0.05573874250078508,0.05573874250078508
ABIDE-I,5010,ROI_008,ROI_082,7,81,0.0556683902410941,0.0556683902410941
ABIDE-I,5011,ROI_053,ROI_041,52,40,-0.05566755218125541,0.05566755218125541
ABIDE-I,5012,ROI_033,ROI_058,32,57,-0.055653839918189646,0.055653839918189646
ABIDE-I,5013,ROI_026,ROI_084,25,83,0.055653382462640295,0.055653382462640295
ABIDE-I,5014,ROI_026,ROI_020,25,19,0.05564658110370675,0.05564658110370675
ABIDE-I,5015,ROI_078,ROI_016,77,15,-0.055593401167022126,0.055593401167022126
ABIDE-I,5016,ROI_016,ROI_052,15,51,-0.05558493186168676,0.05558493186168676
ABIDE-I,5017,ROI_035,ROI_070,34,69,0.055584136504616785,0.055584136504616785
ABIDE-I,5018,ROI_046,ROI_089,45,88,-0.05554865834173835,0.05554865834173835
ABIDE-I,5019,ROI_032,ROI_043,31,42,-0.05553348669870949,0.05553348669870949
ABIDE-I,5020,ROI_025,ROI_074,24,73,-0.05552472731192051,0.05552472731192051
ABIDE-I,5021,ROI_001,ROI_051,0,50,0.05548277239925965,0.05548277239925965
ABIDE-I,5022,ROI_033,ROI_044,32,43,0.05546987793444355,0.05546987793444355
ABIDE-I,5023,ROI_054,ROI_025,53,24,0.05545097477886221,0.05545097477886221
ABIDE-I,5024,ROI_011,ROI_002,10,1,-0.0554009604236171,0.0554009604236171
ABIDE-I,5025,ROI_073,ROI_089,72,88,0.05535742847255146,0.05535742847255146
ABIDE-I,5026,ROI_080,ROI_036,79,35,0.05535245098491661,0.05535245098491661
ABIDE-I,5027,ROI_007,ROI_057,6,56,0.05534821199237412,0.05534821199237412
ABIDE-I,5028,ROI_036,ROI_053,35,52,0.055306859653643174,0.055306859653643174
ABIDE-I,5029,ROI_043,ROI_085,42,84,-0.05528412404201099,0.05528412404201099
ABIDE-I,5030,ROI_084,ROI_089,83,88,0.055232100945006385,0.055232100945006385
ABIDE-I,5031,ROI_088,ROI_001,87,0,-0.05519277024151944,0.05519277024151944
ABIDE-I,5032,ROI_013,ROI_030,12,29,-0.05516628990398074,0.05516628990398074
ABIDE-I,5033,ROI_071,ROI_048,70,47,0.05513068644312582,0.05513068644312582
ABIDE-I,5034,ROI_082,ROI_006,81,5,-0.05513047702459792,0.05513047702459792
ABIDE-I,5035,ROI_076,ROI_007,75,6,-0.05511765175541118,0.05511765175541118
ABIDE-I,5036,ROI_035,ROI_038,34,37,-0.055110162521585696,0.055110162521585696
ABIDE-I,5037,ROI_083,ROI_027,82,26,-0.055075150204214406,0.055075150204214406
ABIDE-I,5038,ROI_005,ROI_047,4,46,-0.05505432206280631,0.05505432206280631
ABIDE-I,5039,ROI_078,ROI_075,77,74,-0.05501877156574571,0.05501877156574571
ABIDE-I,5040,ROI_022,ROI_051,21,50,0.05494868068295854,0.05494868068295854
ABIDE-I,5041,ROI_054,ROI_085,53,84,0.05494485897022132,0.05494485897022132
ABIDE-I,5042,ROI_060,ROI_025,59,24,0.05491884669904751,0.05491884669904751
ABIDE-I,5043,ROI_012,ROI_085,11,84,0.054918099261142,0.054918099261142
ABIDE-I,5044,ROI_026,ROI_064,25,63,0.05490448360793645,0.05490448360793645
ABIDE-I,5045,ROI_056,ROI_069,55,68,-0.05490040088742943,0.05490040088742943
ABIDE-I,5046,ROI_081,ROI_042,80,41,0.05486099952928981,0.05486099952928981
ABIDE-I,5047,ROI_052,ROI_027,51,26,0.054848053402569534,0.054848053402569534
ABIDE-I,5048,ROI_010,ROI_021,9,20,0.05484086374783209,0.05484086374783209
ABIDE-I,5049,ROI_090,ROI_073,89,72,-0.054837964727477366,0.054837964727477366
ABIDE-I,5050,ROI_007,ROI_054,6,53,0.05483277925724704,0.05483277925724704
ABIDE-I,5051,ROI_041,ROI_026,40,25,0.05482152204265038,0.05482152204265038
ABIDE-I,5052,ROI_047,ROI_018,46,17,-0.054772965234212975,0.054772965234212975
ABIDE-I,5053,ROI_041,ROI_077,40,76,0.05476491891686181,0.05476491891686181
ABIDE-I,5054,ROI_048,ROI_030,47,29,-0.05476015859604638,0.05476015859604638
ABIDE-I,5055,ROI_043,ROI_027,42,26,-0.05470364445365619,0.05470364445365619
ABIDE-I,5056,ROI_072,ROI_035,71,34,0.05468276976908515,0.05468276976908515
ABIDE-I,5057,ROI_037,ROI_027,36,26,-0.05468194652922456,0.05468194652922456
ABIDE-I,5058,ROI_040,ROI_037,39,36,0.0546647018889283,0.0546647018889283
ABIDE-I,5059,ROI_009,ROI_033,8,32,-0.05465132752101065,0.05465132752101065
ABIDE-I,5060,ROI_081,ROI_079,80,78,-0.054632679807119916,0.054632679807119916
ABIDE-I,5061,ROI_056,ROI_039,55,38,0.05462454832993852,0.05462454832993852
ABIDE-I,5062,ROI_041,ROI_072,40,71,0.05460923205870669,0.05460923205870669
ABIDE-I,5063,ROI_017,ROI_087,16,86,0.054590537508175774,0.054590537508175774
ABIDE-I,5064,ROI_056,ROI_073,55,72,-0.05458305443482068,0.05458305443482068
ABIDE-I,5065,ROI_069,ROI_038,68,37,0.05453091691610922,0.05453091691610922
ABIDE-I,5066,ROI_090,ROI_024,89,23,0.054523608983338315,0.054523608983338315
ABIDE-I,5067,ROI_073,ROI_041,72,40,-0.054435331087961496,0.054435331087961496
ABIDE-I,5068,ROI_062,ROI_007,61,6,0.0544062015164074,0.0544062015164074
ABIDE-I,5069,ROI_087,ROI_006,86,5,-0.05440439989676784,0.05440439989676784
ABIDE-I,5070,ROI_015,ROI_048,14,47,-0.05436873048853543,0.05436873048853543
ABIDE-I,5071,ROI_053,ROI_014,52,13,-0.0543461878301033,0.0543461878301033
ABIDE-I,5072,ROI_011,ROI_044,10,43,-0.054343975407872745,0.054343975407872745
ABIDE-I,5073,ROI_075,ROI_059,74,58,0.054336166169828164,0.054336166169828164
ABIDE-I,5074,ROI_049,ROI_004,48,3,0.05428599599795846,0.05428599599795846
ABIDE-I,5075,ROI_059,ROI_037,58,36,0.05422998846572042,0.05422998846572042
ABIDE-I,5076,ROI_048,ROI_062,47,61,0.05420857342477571,0.05420857342477571
ABIDE-I,5077,ROI_010,ROI_048,9,47,-0.05417412023823297,0.05417412023823297
ABIDE-I,5078,ROI_010,ROI_047,9,46,-0.05416830966812581,0.05416830966812581
ABIDE-I,5079,ROI_043,ROI_011,42,10,-0.05416238822287055,0.05416238822287055
ABIDE-I,5080,ROI_046,ROI_020,45,19,0.05412928194976432,0.05412928194976432
ABIDE-I,5081,ROI_066,ROI_011,65,10,-0.05411823963497093,0.05411823963497093
ABIDE-I,5082,ROI_044,ROI_058,43,57,-0.0540816711531656,0.0540816711531656
ABIDE-I,5083,ROI_045,ROI_029,44,28,-0.054060538052768004,0.054060538052768004
ABIDE-I,5084,ROI_069,ROI_046,68,45,-0.05402524117062412,0.05402524117062412
ABIDE-I,5085,ROI_077,ROI_073,76,72,-0.05402241804837128,0.05402241804837128
ABIDE-I,5086,ROI_022,ROI_067,21,66,-0.05399006962570606,0.05399006962570606
ABIDE-I,5087,ROI_001,ROI_009,0,8,-0.053971029265416484,0.053971029265416484
ABIDE-I,5088,ROI_025,ROI_041,24,40,0.05396172822819088,0.05396172822819088
ABIDE-I,5089,ROI_076,ROI_011,75,10,0.05394363886790688,0.05394363886790688
ABIDE-I,5090,ROI_010,ROI_045,9,44,0.05393855044990251,0.05393855044990251
ABIDE-I,5091,ROI_015,ROI_057,14,56,0.05393472051829312,0.05393472051829312
ABIDE-I,5092,ROI_014,ROI_059,13,58,-0.05390994805662961,0.05390994805662961
ABIDE-I,5093,ROI_017,ROI_034,16,33,0.05388739108095335,0.05388739108095335
ABIDE-I,5094,ROI_053,ROI_034,52,33,0.05387872463173147,0.05387872463173147
ABIDE-I,5095,ROI_076,ROI_067,75,66,0.0538600753532848,0.0538600753532848
ABIDE-I,5096,ROI_004,ROI_023,3,22,-0.053857513647802044,0.053857513647802044
ABIDE-I,5097,ROI_035,ROI_086,34,85,0.05380625056365935,0.05380625056365935
ABIDE-I,5098,ROI_002,ROI_027,1,26,0.05379614989081365,0.05379614989081365
ABIDE-I,5099,ROI_026,ROI_040,25,39,-0.05379545208033713,0.05379545208033713
ABIDE-I,5100,ROI_072,ROI_070,71,69,0.053785354267577634,0.053785354267577634
ABIDE-I,5101,ROI_024,ROI_045,23,44,-0.05374798826073452,0.05374798826073452
ABIDE-I,5102,ROI_027,ROI_053,26,52,0.053721544439925176,0.053721544439925176
ABIDE-I,5103,ROI_004,ROI_052,3,51,0.05371920043312553,0.05371920043312553
ABIDE-I,5104,ROI_080,ROI_069,79,68,-0.05370661954133039,0.05370661954133039
ABIDE-I,5105,ROI_081,ROI_086,80,85,-0.05370456911180633,0.05370456911180633
ABIDE-I,5106,ROI_087,ROI_048,86,47,-0.05368839374976903,0.05368839374976903
ABIDE-I,5107,ROI_070,ROI_019,69,18,-0.05367928750635153,0.05367928750635153
ABIDE-I,5108,ROI_053,ROI_017,52,16,-0.05362569389921242,0.05362569389921242
ABIDE-I,5109,ROI_050,ROI_047,49,46,0.053581120796103644,0.053581120796103644
ABIDE-I,5110,ROI_007,ROI_001,6,0,-0.0535782010819062,0.0535782010819062
ABIDE-I,5111,ROI_053,ROI_029,52,28,-0.05357561069045383,0.05357561069045383
ABIDE-I,5112,ROI_008,ROI_026,7,25,0.0535430236984243,0.0535430236984243
ABIDE-I,5113,ROI_031,ROI_083,30,82,-0.05353940827253538,0.05353940827253538
ABIDE-I,5114,ROI_027,ROI_047,26,46,-0.05353189012230029,0.05353189012230029
ABIDE-I,5115,ROI_012,ROI_087,11,86,0.053509800986705484,0.053509800986705484
ABIDE-I,5116,ROI_001,ROI_074,0,73,0.05348173982692748,0.05348173982692748
ABIDE-I,5117,ROI_011,ROI_088,10,87,-0.053440907064858,0.053440907064858
ABIDE-I,5118,ROI_055,ROI_032,54,31,-0.053345565838664975,0.053345565838664975
ABIDE-I,5119,ROI_005,ROI_050,4,49,-0.05332284882152172,0.05332284882152172
ABIDE-I,5120,ROI_066,ROI_060,65,59,0.05331527358829466,0.05331527358829466
ABIDE-I,5121,ROI_022,ROI_018,21,17,0.05329357018723834,0.05329357018723834
ABIDE-I,5122,ROI_001,ROI_086,0,85,-0.05325811640103873,0.05325811640103873
ABIDE-I,5123,ROI_053,ROI_039,52,38,-0.05325585433925413,0.05325585433925413
ABIDE-I,5124,ROI_017,ROI_033,16,32,-0.05324583826823742,0.05324583826823742
ABIDE-I,5125,ROI_083,ROI_012,82,11,-0.05320163955235781,0.05320163955235781
ABIDE-I,5126,ROI_079,ROI_036,78,35,0.05319468803290257,0.05319468803290257
ABIDE-I,5127,ROI_066,ROI_019,65,18,-0.05318314504149696,0.05318314504149696
ABIDE-I,5128,ROI_006,ROI_054,5,53,-0.05317681423825635,0.05317681423825635
ABIDE-I,5129,ROI_066,ROI_028,65,27,0.05313918920905404,0.05313918920905404
ABIDE-I,5130,ROI_079,ROI_016,78,15,-0.05312575531933448,0.05312575531933448
ABIDE-I,5131,ROI_052,ROI_019,51,18,0.05311167163320992,0.05311167163320992
ABIDE-I,5132,ROI_007,ROI_029,6,28,0.05308171682012821,0.05308171682012821
ABIDE-I,5133,ROI_045,ROI_060,44,59,0.05307028880164344,0.05307028880164344
ABIDE-I,5134,ROI_047,ROI_005,46,4,-0.05306302280333912,0.05306302280333912
ABIDE-I,5135,ROI_052,ROI_057,51,56,-0.05304557062588874,0.05304557062588874
ABIDE-I,5136,ROI_080,ROI_038,79,37,0.05302747608538136,0.05302747608538136
ABIDE-I,5137,ROI_073,ROI_075,72,74,0.052964544354300334,0.052964544354300334
ABIDE-I,5138,ROI_049,ROI_083,48,82,0.05294598346759898,0.05294598346759898
ABIDE-I,5139,ROI_076,ROI_041,75,40,0.052933985794756486,0.052933985794756486
ABIDE-I,5140,ROI_062,ROI_039,61,38,-0.05287859260400841,0.05287859260400841
ABIDE-I,5141,ROI_080,ROI_052,79,51,-0.05286498284511516,0.05286498284511516
ABIDE-I,5142,ROI_031,ROI_003,30,2,0.0528544974531402,0.0528544974531402
ABIDE-I,5143,ROI_047,ROI_034,46,33,0.05281510813171915,0.05281510813171915
ABIDE-I,5144,ROI_041,ROI_040,40,39,-0.05281141482813291,0.05281141482813291
ABIDE-I,5145,ROI_028,ROI_029,27,28,0.05277170492710621,0.05277170492710621
ABIDE-I,5146,ROI_046,ROI_070,45,69,0.052761629712284555,0.052761629712284555
